region,installation,RPUID,use_code,use_desc,fac_use,naf_cat,op_activity,fac_num,facility_desc,asset_name,fci,fci_dt,build_dt,q_rating,total_measure,alt_total_measure,other_total_measure,other_unit_measure,fac_area_measure,prv,sus,RM,use_pct_area,RM_corrected,recap_cycle
MCIEAST,MCLB Albany,45974,74038,MWR AUTO SKILLS CENTER,CAT - B (AUTO HOBBY SHOP),B,Marine & Family Programs,5591,Automobile Craft Center,MWR AUTO SKILLS CTR,82,2016-03-01,1993-07-01,Q2,3642,0,0,,3642,264008,10389.1,7004.185042,1,7004.185042,10
MCIEAST,MCLB Albany,45975,74090,MWR EQUIPMENT MAINTENANCE SHOP,NAF CAT B MWR EQUIP MAINT SHOP,B,Semper Fit Programs,5592,Recreational Support Building,MWR EQUIPMENT MAINTENANCE SHOP,81,2016-02-29,1993-07-01,Q2,3482,0,0,,3482,339528,6157.26,9007.745746,1,9007.745746,10
MCIEAST,MCLB Albany,1189252,75057,MWR OPERATED RECREATION GROUNDS,MWR REC GRNDS,A,Marine & Family Programs,11220P,Outdoor Recreation Area,MWR REC GRNDS,65,2015-08-20,1961-07-01,Q3,0,0,1,EA,210,23259,1035.54,617.0659218,1,617.0659218,10
MCIEAST,MCLB Albany,45953,75057,MWR OPERATED RECREATION GROUNDS,PICNIC/PARADE GROUNDS,A,Marine & Family Programs,5485,Outdoor Recreation Area,MWR REC GRNDS,80,2015-08-20,1956-07-01,Q2,0,0,1,EA,1,23259,1035.54,617.0659218,1,617.0659218,10
MCIEAST,MCLB Albany,1334379,74092,MWR RV PARK SUPPORT BUILDING,CAT-C (MWR RV SUPPORT BLDG),C,Commercial Recreation,9117,Transient And Recreational Lodging Support Facility,MWR RV PARK SUPPORT BLDG LOT #21,100,2018-07-27,2018-07-27,Q1,70,0,0,,70,2331,96.85,61.8418962,1,61.8418962,14
MCIEAST,MCLB Albany,1334381,74092,MWR RV PARK SUPPORT BUILDING,CAT-C (MWR RV SUPPORT BLDG),C,Commercial Recreation,9118,Transient And Recreational Lodging Support Facility,MWR RV PARK SUPPORT BLDG LOT #22,100,2018-07-27,2018-07-27,Q1,70,0,0,,70,2331,96.85,61.8418962,1,61.8418962,14
MCIEAST,MCLB Albany,1334384,74092,MWR RV PARK SUPPORT BUILDING,CAT-C (MWR RV SUPPORT BLDG),C,Commercial Recreation,9119,Transient And Recreational Lodging Support Facility,MWR RV PARK SUPPORT BLDG LOT #23,100,2018-07-27,2018-07-27,Q1,70,0,0,,70,2331,96.85,61.8418962,1,61.8418962,14
MCIEAST,MCLB Albany,1334194,74092,MWR RV PARK SUPPORT BUILDING,CAT-C (MWR RV SUPPORT BLDG),C,Commercial Recreation,9120,Transient And Recreational Lodging Support Facility,MWR RV PARK SUPPORT BLDG LOT #24,100,2018-07-27,2018-07-27,Q1,70,0,0,,70,2331,96.85,61.8418962,1,61.8418962,14
MCIEAST,MCLB Albany,1334197,74092,MWR RV PARK SUPPORT BUILDING,CAT-C (MWR RV SUPPORT BLDG),C,Commercial Recreation,9122,Transient And Recreational Lodging Support Facility,MWR RV PARK SUPPORT BLDG LOT #26,100,2018-07-27,2018-07-27,Q1,70,0,0,,70,2331,96.85,61.8418962,1,61.8418962,14
MCIEAST,MCLB Albany,1334328,74092,MWR RV PARK SUPPORT BUILDING,CAT-C (MWR RV SUPPORT BLDG),C,Commercial Recreation,9115,Transient And Recreational Lodging Support Facility,MWR RV PARK SUPPORT BLDG LOT #27,100,2018-07-27,2018-07-27,Q1,70,0,0,,70,2331,96.85,61.8418962,1,61.8418962,14
MCIEAST,MCLB Albany,1334376,74092,MWR RV PARK SUPPORT BUILDING,CAT-C (MWR RV SUPPORT BLDG),C,Commercial Recreation,9116,Transient And Recreational Lodging Support Facility,MWR RV PARK SUPPORT BLDG LOT #28,100,2018-07-27,2018-07-27,Q1,70,0,0,,70,2331,96.85,61.8418962,1,61.8418962,14
MCIEAST,MCLB Albany,1334196,74092,MWR RV PARK SUPPORT BUILDING,CAT-C (MWR RV SUPPORT BLDG),C,Commercial Recreation,9121,Transient And Recreational Lodging Support Facility,MWR RV PARK SUPPORT BLDG LOT#25,100,2018-07-27,2018-07-27,Q1,70,0,0,,70,2331,96.85,61.8418962,1,61.8418962,14
MCIEAST,MCLB Albany,40602,74092,MWR RV PARK SUPPORT BUILDING,MWR RV SUPPORT BLDG,C,Commercial Recreation,9251AB,Transient And Recreational Lodging Support Facility,MWR RV SUPPORT BLDG,73,2016-04-11,1964-07-01,Q3,1365,0,0,,2862,925581,2374.42,24555.84905,0.476939203,11711.64708,14
MCIEAST,MCLB Albany,1010602,74092,MWR RV PARK SUPPORT BUILDING,CAT-C (RV OCCUPANT STORAGE),C,Commercial Recreation,9103,Transient And Recreational Lodging Support Facility,MWR RV SUPPORT BLDG LOT 10,82,2016-02-25,1978-10-01,Q2,70,0,0,,70,2331,112.99,61.8418962,1,61.8418962,14
MCIEAST,MCLB Albany,1010689,74092,MWR RV PARK SUPPORT BUILDING,CAT-C (RV OCCUPANT STORAGE),C,Commercial Recreation,9104,Transient And Recreational Lodging Support Facility,MWR RV SUPPORT BLDG LOT 11,82,2016-02-25,1978-10-01,Q2,70,0,0,,70,2331,112.99,61.8418962,1,61.8418962,14
MCIEAST,MCLB Albany,1010690,74092,MWR RV PARK SUPPORT BUILDING,CAT-C (RV OCCUPANT STORAGE),C,Commercial Recreation,9105,Transient And Recreational Lodging Support Facility,MWR RV SUPPORT BLDG LOT 12,81,2016-02-25,1978-10-01,Q2,70,0,0,,70,2331,112.99,61.8418962,1,61.8418962,14
MCIEAST,MCLB Albany,1010691,74092,MWR RV PARK SUPPORT BUILDING,CAT-C (RV OCCUPANT STORAGE),C,Commercial Recreation,9106,Transient And Recreational Lodging Support Facility,MWR RV SUPPORT BLDG LOT 13,82,2016-02-25,1978-10-01,Q2,70,0,0,,70,2331,112.99,61.8418962,1,61.8418962,14
MCIEAST,MCLB Albany,1010692,74092,MWR RV PARK SUPPORT BUILDING,CAT-C (RV OCCUPANT STORAGE),C,Commercial Recreation,9107,Transient And Recreational Lodging Support Facility,MWR RV SUPPORT BLDG LOT 14,82,2016-02-25,1978-10-01,Q2,70,0,0,,70,2331,112.99,61.8418962,1,61.8418962,14
MCIEAST,MCLB Albany,1010693,74092,MWR RV PARK SUPPORT BUILDING,CAT-C (RV OCCUPANT STORAGE),C,Commercial Recreation,9108,Transient And Recreational Lodging Support Facility,MWR RV SUPPORT BLDG LOT 15,82,2016-02-25,1978-10-01,Q2,70,0,0,,70,2331,112.99,61.8418962,1,61.8418962,14
MCIEAST,MCLB Albany,1010696,74092,MWR RV PARK SUPPORT BUILDING,CAT-C (RV OCCUPANT STORAGE),C,Commercial Recreation,9109,Transient And Recreational Lodging Support Facility,MWR RV SUPPORT BLDG LOT 16,82,2016-02-25,1978-10-01,Q2,70,0,0,,70,2331,112.99,61.8418962,1,61.8418962,14
MCIEAST,MCLB Albany,1010697,74092,MWR RV PARK SUPPORT BUILDING,CAT-C (RV OCCUPANT STORAGE),C,Commercial Recreation,9110,Transient And Recreational Lodging Support Facility,MWR RV SUPPORT BLDG LOT 17,82,2016-02-25,1978-10-01,Q2,70,0,0,,70,2331,112.99,61.8418962,1,61.8418962,14
MCIEAST,MCLB Albany,1010713,74092,MWR RV PARK SUPPORT BUILDING,CAT-C (RV OCCUPANT STORAGE),C,Commercial Recreation,9111,Transient And Recreational Lodging Support Facility,MWR RV SUPPORT BLDG LOT 18,82,2016-02-25,1978-10-01,Q2,70,0,0,,70,2331,112.99,61.8418962,1,61.8418962,14
MCIEAST,MCLB Albany,1010714,74092,MWR RV PARK SUPPORT BUILDING,CAT-C (RV OCCUPANT STORAGE),C,Commercial Recreation,9112,Transient And Recreational Lodging Support Facility,MWR RV SUPPORT BLDG LOT 19,82,2016-02-25,1978-10-01,Q2,70,0,0,,70,2331,112.99,61.8418962,1,61.8418962,14
MCIEAST,MCLB Albany,1010723,74092,MWR RV PARK SUPPORT BUILDING,CAT-C (RV OCCUPANT STORAGE),C,Commercial Recreation,9113,Transient And Recreational Lodging Support Facility,MWR RV SUPPORT BLDG LOT 20,82,2016-02-25,1978-10-01,Q2,70,0,0,,70,2331,112.99,61.8418962,1,61.8418962,14
MCIEAST,MCLB Albany,1010601,74092,MWR RV PARK SUPPORT BUILDING,CAT-C (RV OCCUPANT STORAGE),C,Commercial Recreation,9102,Transient And Recreational Lodging Support Facility,MWR RV SUPPORT BLDG LOT 9,84,2016-02-25,1978-10-01,Q2,70,0,0,,70,2331,112.99,61.8418962,1,61.8418962,14
MCIEAST,MCLB Albany,1010528,75039,MWR VEHICLE / RV / BOAT STORAGE COMPOUND,AUTO HOBBY VEH STOR,C,Commercial Recreation,5595,"Vehicle Staging Area, Surfaced",MWR VEH/ RV/ BOAT STO CPD,98,2015-08-20,2006-08-10,Q1,379,1,0,,379,13997,576.81,371.3432094,1,371.3432094,8
MCIEAST,MCLB Albany,48234,75010,OUTDOOR PLAYING COURTS,CAT -A (BASKETBALL COURT),B,Semper Fit Programs,7124,Outdoor Playing Court,OUTDOOR PLAYING COURTS,80,2015-08-20,1956-07-01,Q2,0,0,1,EA,1,172621,2538.01,4579.669654,1,4579.669654,6
MCIEAST,MCLB Albany,1010535,75010,OUTDOOR PLAYING COURTS,CAT-A (BASKETBALL COURT),B,Semper Fit Programs,7125,Outdoor Playing Court,OUTDOOR PLAYING COURTS,80,2015-08-20,1956-10-01,Q2,0,0,1,EA,6000,172621,2538.01,4579.669654,1,4579.669654,6
MCIEAST,MCLB Albany,1010725,75010,OUTDOOR PLAYING COURTS,CAT A - (VOLLEYBALL COURTS),B,Semper Fit Programs,10233,Outdoor Playing Court,OUTDOOR PLAYING COURTS,80,2015-08-20,1978-10-01,Q2,0,0,2,EA,6132,345241,0,9159.312778,1,9159.312778,6
MCIEAST,MCLB Albany,1010511,75010,OUTDOOR PLAYING COURTS,VOLLEYBALL,B,Semper Fit Programs,5474,Outdoor Playing Court,OUTDOOR PLAYING COURTS,80,2015-08-20,1983-10-01,Q2,0,0,2,EA,2,345241,5076.03,9159.312778,1,9159.312778,6
MCIEAST,MCLB Albany,42725,75010,OUTDOOR PLAYING COURTS,CAT -A (TENNIS COURT),B,Semper Fit Programs,10230,Outdoor Playing Court,OUTDOOR PLAYING COURTS,80,2015-08-20,1956-07-01,Q2,0,0,1,EA,9801,172621,0,4579.669654,1,4579.669654,6
MCIEAST,MCLB Albany,48230,75010,OUTDOOR PLAYING COURTS,VOLLEYBALL,B,Semper Fit Programs,7118,Outdoor Playing Court,OUTDOOR PLAYING COURTS,80,2015-08-20,1956-07-01,Q2,0,0,1,EA,2940,172621,2538.01,4579.669654,1,4579.669654,6
MCIEAST,MCLB Albany,48248,75010,OUTDOOR PLAYING COURTS,CAT-A (TENNIS COURT),B,Semper Fit Programs,7460,Outdoor Playing Court,OUTDOOR PLAYING COURTS,80,2015-08-20,1956-07-01,Q2,0,0,3,EA,15444,517862,7614.04,13738.98243,1,13738.98243,6
MCIEAST,MCLB Albany,1089637,75010,OUTDOOR PLAYING COURTS,BASKETBALL COURT,B,Semper Fit Programs,2280,Outdoor Playing Court,OUTDOOR PLAYING COURTS,80,2015-08-20,1985-07-01,Q2,0,0,1,EA,1,172621,2538.01,4579.669654,1,4579.669654,6
MCIEAST,MCLB Albany,42726,75010,OUTDOOR PLAYING COURTS,CAT - A (BASKETBALL COURT),B,Semper Fit Programs,10232,Outdoor Playing Court,OUTDOOR PLAYING COURTS,60,2015-08-20,1956-07-01,Q3,0,0,1,EA,9000,172621,0,4579.669654,1,4579.669654,6
MCIEAST,MCLB Albany,48243,75030,OUTDOOR SWIMMING POOL - INSTALLATION,CAT -A (OUTDOOR SWIMMING POOL),B,Semper Fit Programs,7380,Outdoor Swimming Pool,OUTDOOR SWIM POOL,80,2015-08-20,1964-07-01,Q2,14373,25,1,EA,14373,1128973,13245.94,29951.87948,1,29951.87948,7
MCIEAST,MCLB Albany,1373713,12317,"OVERHEAD COVER, MISCELLANEOUS","OVERHEAD COVER, MISC",C,Exchange Operations,7963,Overhead Cover,"OVERHEAD COVER, MISC",100,2019-07-30,2019-07-30,Q1,2282,1,0,,2282,332036,1350.36,8808.981487,1,8808.981487,7
MCIEAST,MCLB Albany,1398639,12317,"OVERHEAD COVER, MISCELLANEOUS","OVERHEAD COVER, MISC",C,Exchange Operations,7603S8,Overhead Cover,"OVERHEAD COVER, MISC.",100,2020-07-13,2020-07-13,Q1,576,1,0,,576,83809,324.09,2223.469532,1,2223.469532,7
MCIEAST,MCLB Albany,1398633,12317,"OVERHEAD COVER, MISCELLANEOUS","OVERHEAD COVER, MISC",C,Exchange Operations,7603S7,Overhead Cover,"OVERHEAD COVER, MISC.",100,2020-07-13,2020-07-13,Q1,576,1,0,,576,83809,324.09,2223.469532,1,2223.469532,7
MCIEAST,MCLB Albany,1398963,12317,"OVERHEAD COVER, MISCELLANEOUS","OVERHEAD COVER, MISC",C,Exchange Operations,7603S11,Overhead Cover,"OVERHEAD COVER, MISC.",100,2020-07-13,2020-07-13,Q1,576,1,0,,576,83809,324.09,2223.469532,1,2223.469532,7
MCIEAST,MCLB Albany,1398618,12317,"OVERHEAD COVER, MISCELLANEOUS","OVERHEAD COVER, MISC",C,Exchange Operations,7603S4,Overhead Cover,"OVERHEAD COVER, MISC.",100,2020-07-13,2020-07-13,Q1,576,1,0,,576,83809,324.09,2223.469532,1,2223.469532,7
MCIEAST,MCLB Albany,1398958,12317,"OVERHEAD COVER, MISCELLANEOUS","OVERHEAD COVER, MISC",C,Exchange Operations,7603S9,Overhead Cover,"OVERHEAD COVER, MISC.",100,2020-07-13,2020-07-13,Q1,576,1,0,,576,83809,324.09,2223.469532,1,2223.469532,7
MCIEAST,MCLB Albany,1398626,12317,"OVERHEAD COVER, MISCELLANEOUS","OVERHEAD COVER, MISC",C,Exchange Operations,7603S6,Overhead Cover,"OVERHEAD COVER, MISC.",100,2020-07-13,2020-07-13,Q1,484,1,0,,484,70423,272.32,1868.336275,1,1868.336275,7
MCIEAST,MCLB Albany,1398622,12317,"OVERHEAD COVER, MISCELLANEOUS","OVERHEAD COVER, MISC",C,Exchange Operations,7603S5,Overhead Cover,"OVERHEAD COVER, MISC.",100,2020-07-13,2020-07-13,Q1,196,1,0,,196,28518,110.28,756.5882436,1,756.5882436,7
MCIEAST,MCLB Albany,1398961,12317,"OVERHEAD COVER, MISCELLANEOUS","OVERHEAD COVER, MISC",C,Exchange Operations,7603S10,Overhead Cover,"OVERHEAD COVER, MISC.",100,2020-07-13,2020-07-13,Q1,484,1,0,,484,70423,272.32,1868.336275,1,1868.336275,7
MCIEAST,MCLB Albany,1189166,75038,OUTDOOR MWR EQUIPMENT RENTAL STORAGE,OUTDR MWR EQUIP RNTL STO,B,Marine & Family Programs,7531P,"Open Storage, Installation",PAVING AT 7531,81,2015-08-20,1997-07-01,Q2,2848,1,0,,5151,212120,3947.85,5627.586024,0.552902349,3111.505532,19
MCIEAST,MCLB Albany,47634,75020,PLAYING FIELDS,CAT -A (SOFTBALL FIELD),B,Semper Fit Programs,5472,Athletic Field,PLAYING FIELDS,80,2015-08-20,1969-07-01,Q2,0,0,1,EA,1,1283152,6914.47,34042.27919,1,34042.27919,6
MCIEAST,MCLB Albany,1373694,75020,PLAYING FIELDS,PLAYING FIELDS,B,Semper Fit Programs,7964,Athletic Field,PLAYING FIELDS,100,2019-07-30,2019-07-30,Q1,0,0,1,EA,1,1283152,6914.47,34042.27919,1,34042.27919,6
MCIEAST,MCLB Albany,1010513,75020,PLAYING FIELDS,SOCCER FIELD,B,Semper Fit Programs,5479,Athletic Field,PLAYING FIELDS,93,2015-08-20,1993-10-01,Q1,0,0,1,EA,1,1283152,6914.47,34042.27919,1,34042.27919,6
MCIEAST,MCLB Albany,47632,75020,PLAYING FIELDS,CAT - A (SOFTBALL FIELD),B,Semper Fit Programs,5470,Athletic Field,PLAYING FIELDS,80,2015-08-20,1956-07-01,Q2,0,0,1,EA,1,1283152,6914.47,34042.27919,1,34042.27919,6
MCIEAST,MCLB Albany,48242,74044,INDOOR PHYSICAL FITNESS CENTER (GYM),CAT -A (HANDBALL COURT),A,Semper Fit Programs,7361,Indoor Physical Fitness Facility,RACQUETBALL COURT,76,2016-03-07,1993-07-01,Q3,1176,0,0,,1176,326562,4881.2,8663.755172,1,8663.755172,11
MCIEAST,MCLB Albany,46591,75059,RECREATIONAL CAMPGROUND,CAT-C (REC CAMPGROUND RV),C,Commercial Recreation,9100,Recreational Camp and Trailer Park,REC CAMPGROUND - RV,80,2015-08-20,1964-07-01,Q2,8.42,1,0,,8.42,383181,16669.99,10165.86857,1,10165.86857,10
MCIEAST,MCLB Albany,45954,74078,RECREATION PAVILION,COVELLA REC PAVILION,A,Marine & Family Programs,5486,Pavilion,RECREATION PAVILION,76,2010-05-04,1983-07-01,Q3,565,0,0,,565,61669,271.47,1636.090904,1,1636.090904,9
MCIEAST,MCLB Albany,42250,74078,RECREATION PAVILION,RECREATION PAVILION,A,Marine & Family Programs,11250,Pavilion,RECREATION PAVILION,88,2010-05-04,1993-07-01,Q2,400,0,0,,400,43659,191.85,1158.282002,1,1158.282002,9
MCIEAST,MCLB Albany,42564,74078,RECREATION PAVILION,PICNIC SHELTER,A,Marine & Family Programs,2213,Pavilion,RECREATION PAVILION,92,2015-08-20,1989-07-01,Q1,1320,0,0,,1320,144076,633.12,3822.365095,1,3822.365095,9
MCIEAST,MCLB Albany,47611,74078,RECREATION PAVILION,RECREATION PAVILLION,A,Marine & Family Programs,3710,Pavilion,RECREATION PAVILION,95,2010-04-30,1992-07-01,Q1,868,0,0,,868,94741,471,2513.497678,1,2513.497678,9
MCIEAST,MCLB Albany,45955,74078,RECREATION PAVILION,REC. PAVILION COVELLA,A,Marine & Family Programs,5487,Pavilion,RECREATION PAVILION,76,2010-05-04,1983-07-01,Q3,566,0,0,,566,61778,272.43,1638.982696,1,1638.982696,9
MCIEAST,MCLB Albany,45952,74078,RECREATION PAVILION,PAVILION,A,Marine & Family Programs,5484,Pavilion,RECREATION PAVILION,95,2015-08-20,1997-07-01,Q1,2222,0,0,,2222,242528,1064.79,6434.316346,1,6434.316346,9
MCIEAST,MCLB Albany,45957,74078,RECREATION PAVILION,RECREATION PAVILION,A,Marine & Family Programs,5490,Pavilion,RECREATION PAVILION,95,2015-08-20,1997-07-01,Q1,1950,0,0,,1950,212840,935.29,5646.687768,1,5646.687768,9
MCIEAST,MCLB Albany,48235,74078,RECREATION PAVILION,RECREATION PAVILION,A,Marine & Family Programs,7126,Pavilion,RECREATION PAVILION,95,2010-05-04,1991-07-01,Q1,1276,0,0,,1276,139273,653.74,3694.940545,1,3694.940545,9
MCIEAST,MCLB Albany,1088831,75061,RECREATIONAL PIER,RECREATIONAL PIER,C,Commercial Recreation,11251,Recreational Pier,RECREATIONAL PIER,91,2015-08-20,2007-11-14,Q1,0,66,1,EA,66,10144,521,269.1223488,1,269.1223488,8
MCIEAST,MCLB Albany,1189675,75061,RECREATIONAL PIER,RECREATIONAL PIER,C,Commercial Recreation,8220,Recreational Pier,RECREATIONAL PIER,97,2015-08-20,2013-07-01,Q1,0,30,1,EA,30,10144,521,269.1223488,1,269.1223488,8
MCIEAST,MCLB Albany,1189676,75039,MWR VEHICLE / RV / BOAT STORAGE COMPOUND,RV STORAGE AREA,C,Commercial Recreation,8810,"Vehicle Staging Area, Surfaced",RV STORAGE AREA,97,2015-08-20,2013-07-01,Q1,1365,1,0,,1365,50411,2130.68,1337.413912,1,1337.413912,8
MCIEAST,MCLB Albany,48247,74040,BOWLING CENTER,CAT-B BOWLING CENTER,B,Commercial Recreation,7450,Bowling Center,SERVICE CLUB,75,2016-03-21,1964-07-01,Q3,7994,6,0,,32400,6639118,31331.4,176137.1284,0.246728395,43458.03099,10
MCIEAST,MCLB Albany,48247,74067,ALL HANDS CLUB,CAT-C CONSOLIDATE CLUB PINCITY,C,Clubs,7450,Open Mess and Club Facility,SERVICE CLUB,75,2016-03-21,1964-07-01,Q3,24406,0,0,,32400,6639118,4573.26,176137.1284,0.753271605,132679.0974,11
MCIEAST,MCLB Albany,40569,75052,SKEET AND / OR TRAP RANGE,SKEET RANGE,C,Commercial Recreation,11220,Miscellaneous Outdoor Recreation Facility,SKEET AND/OR TRAP RANGE,80,2015-08-20,1961-07-01,Q2,0,0,1,EA,1,150437,2515.27,3991.123697,1,3991.123697,6
MCIEAST,MCLB Albany,48246,74056,THEATER,CAT -B (THEATER),B,Commercial Recreation,7400,Auditorium and Theater Facility,THEATER,76,2016-03-08,1957-04-19,Q3,6754,274,0,,6754,1377164,16381.72,36536.43635,1,36536.43635,11
MCIEAST,MCLB Albany,47610,74045,FITNESS ROOM,FITNESS ROOM,A,Semper Fit Programs,3700,Indoor Physical Fitness Facility,W PT HILL BUILDING,89,2016-03-16,1977-07-01,Q2,330,0,0,,177294,85945812,16952.08,2280159.582,0.001861315,4244.095468,11
NONE,Garden City,45599,74067,ALL HANDS CLUB,"CAT-C, ALL HANDS CLUB",C,Clubs,2,Open Mess and Club Facility,HQ 1MCD BUILDING,64,2015-08-20,1923-07-01,Q3,9355,0,0,,169021,89153443,76516,2365258.673,0.055348152,130912.6966,11
NONE,Garden City,45599,74045,FITNESS ROOM,FITNESS ROOM,A,Semper Fit Programs,2,Indoor Physical Fitness Facility,HQ 1MCD BUILDING,64,2015-08-20,1923-07-01,Q3,7045,0,0,,169021,89153443,24648.62,2365258.673,0.041681211,98586.84634,11
MCINCR,MBW (8th & I),46442,74037,MWR OUTDOOR RECREATION CENTER,MCCS OUTDOOR REC FACILITY,B,Commercial Recreation,26,MWR Sales and Rental Building,ANNEX PARKING GARAGE,98,2011-06-06,2004-08-06,Q1,1502,0,0,,92504,6723249,8214.34,178369.1406,0.016237136,2896.203939,11
MCINCR,MBW (8th & I),46445,75010,OUTDOOR PLAYING COURTS,OUTDOOR PLAYING COURTS,B,Semper Fit Programs,29,Outdoor Playing Court,BASKETBALL COURT - ANNEX,98,2015-08-20,2004-07-01,Q1,0,0,1,EA,6634,199473,3033.95,5292.058585,1,5292.058585,6
MCINCR,MBW (8th & I),48350,74045,FITNESS ROOM,MCCS,A,Semper Fit Programs,20,Indoor Physical Fitness Facility,BEQ & SUPPORT FACILITY,80,2011-06-06,1975-07-01,Q2,13684,0,0,,222517,61776264,67896.4,1638936.639,0.061496425,100788.7441,11
MCINCR,MBW (8th & I),48350,74001,EXCHANGE RETAIL STORE,MCCS - GIFT SHOP,C,Exchange Operations,20,Exchange Sales Facility,BEQ & SUPPORT FACILITY,80,2011-06-06,1975-07-01,Q2,1204,0,0,,222517,61776264,4354.33,1638936.639,0.005410823,8867.995315,7
MCINCR,MBW (8th & I),48350,74067,ALL HANDS CLUB,CAT-C-MCCS - ALL HANDS CLUB,C,Clubs,20,Open Mess and Club Facility,BEQ & SUPPORT FACILITY,80,2011-06-06,1975-07-01,Q2,7621,0,0,,222517,61776264,57308.29,1638936.639,0.034249069,56132.0534,11
MCINCR,MBW (8th & I),46441,74045,FITNESS ROOM,MCCS-FITNESS ROOM,A,Semper Fit Programs,25,Indoor Physical Fitness Facility,BEQ - USMC BAND FACILITY,98,2011-06-06,2004-08-06,Q1,19404,0,0,,157269,68036036,96277.53,1805009.642,0.123380959,222703.8202,11
MCINCR,MBW (8th & I),46441,74001,EXCHANGE RETAIL STORE,CAT-C-MCCS - MCX,C,Exchange Operations,25,Exchange Sales Facility,BEQ - USMC BAND FACILITY,98,2011-06-06,2004-08-06,Q1,4868,0,0,,157269,68036036,17605.39,1805009.642,0.030953335,55871.06765,7
MCINCR,MBW (8th & I),46441,74009,"EXCHANGE SERVICE OUTLETS (BARBER, UNIFORM, ETC)",CAT-C-BARBER-DRY CLEANER,C,Exchange Operations,25,Exchange Sales Facility,BEQ - USMC BAND FACILITY,98,2011-06-06,2004-08-06,Q1,4085,0,0,,157269,68036036,14773.62,1805009.642,0.025974604,46884.41072,13
MCINCR,MBW (8th & I),46444,75020,PLAYING FIELDS,PLAYING FIELD,B,Semper Fit Programs,28,Athletic Field,MULTIPURPOSE PLAYING FIELD,98,2015-08-20,2004-08-06,Q1,0,0,1,EA,116660,1482754,8265.57,39337.76017,1,39337.76017,6
NONE,Kansas City,41634,75110,PLAYGROUNDS,COMMUNITY PLAYGROUNDS,B,Children & Youth Programs,750,Playground,PARK PLAYGROUND,80,2015-08-20,1962-07-01,Q2,0,0,1,EA,1,263314,3467.33,6985.773083,1,6985.773083,7
NONE,Kansas City,41635,74078,RECREATION PAVILION,RECREATION PAVILLION,A,Marine & Family Programs,755,Pavilion,PAVILLION @ PARK,80,2015-08-20,1964-07-01,Q2,1651,0,0,,1651,190215,882.9,5046.441993,1,5046.441993,9
SLTI,MCAGCC 29 Palms,46725,74003,EXCHANGE CENTRAL ADMINISTRATION,EXCHGE CENTRL ADMIN,C,Exchange Operations,1522,Exchange Support Facility,ADMINISTRATIVE OFFICE,87,2019-10-17,1954-07-20,Q2,4050,0,0,,6630,1201987,26675.29,31888.95551,0.610859729,19479.6787,13
SLTI,MCAGCC 29 Palms,46725,74025,FAMILY SERVICES CENTER,FAMILY SERVICES CNTR,A,Marine & Family Programs,1522,Family Service Center,ADMINISTRATIVE OFFICE,87,2019-10-17,1954-07-20,Q2,2580,0,0,,6630,1201987,19078.83,31888.95551,0.389140271,12409.2768,13
SLTI,MCAGCC 29 Palms,983788,74009,"EXCHANGE SERVICE OUTLETS (BARBER, UNIFORM, ETC)",CAT-C,C,Exchange Operations,1519T2,Exchange Sales Facility,EXCHANGE SERVICE OUTLET,90,2015-08-20,1986-06-01,Q1,67,0,0,,67,11414,291.24,302.8157028,1,302.8157028,13
SLTI,MCAGCC 29 Palms,42224,74067,ALL HANDS CLUB,CAT-C,C,Clubs,1572,Open Mess and Club Facility,"""O"" CLUB STORAGE",88,2019-10-22,1985-07-01,Q2,1080,0,0,,1080,314630,9761.26,8347.196826,1,8347.196826,11
SLTI,MCAGCC 29 Palms,46229,75010,OUTDOOR PLAYING COURTS,BASKETBALL COURT,B,Semper Fit Programs,694-1,Outdoor Playing Court,1/2 BASKETBALL COURT,95,2015-08-20,1998-07-01,Q1,0,0,1,EA,2350,230161,3646.57,6106.217362,1,6106.217362,6
SLTI,MCAGCC 29 Palms,45842,74094,TDY OFFICIAL LODGING,TRANSIENT QTRS MISSION,C,TDY Lodging,3715,Transient  Lodging,3715 ASHURST ST. RILEY HOUSE,90,2019-11-19,2000-07-01,Q1,2357,0,3,PN,2357,1174744,13083.46,31166.19327,1,31166.19327,10
SLTI,MCAGCC 29 Palms,1073571,75050,OUTDOOR THEATER,CAT-C G-4,C,Commercial Recreation,1635,Outdoor Theater,AMPHITHEATER,90,2015-08-20,2010-07-01,Q1,0,450,1,EA,450,227277,8104.35,6029.704265,1,6029.704265,6
SLTI,MCAGCC 29 Palms,1297131,74078,RECREATION PAVILION,CAT-A,A,Marine & Family Programs,1534,Pavilion,AMPHTHEATER & STAGE AREA,100,2016-12-13,2016-11-03,Q1,4000,0,0,,4000,582125,2756.52,15443.89268,1,15443.89268,9
SLTI,MCAGCC 29 Palms,,74032,CAR WASH BUILDING,EXCHANGE CAR WASH,C,Exchange Operations,1075R1,Car Wash Facility,ATTENDANT CAGE COIN CAR WASH,59,2016-07-01,,Q4,60,0,0,,60,0,0,0,1,0,8
SLTI,MCAGCC 29 Palms,1008785,75057,MWR OPERATED RECREATION GROUNDS,ATV PARK,A,Marine & Family Programs,1902,Outdoor Recreation Area,ATV PARK,90,2015-08-20,2009-08-12,Q1,0,0,1,EA,34,31012,1487.84,822.7545624,1,822.7545624,10
